Position,Relative_position,Mag_Sus,MSE,Incoherence,Coherence,Inc/Coh,Al,Si,Si/TI,P,S,Cl,Ar,K,Ca,Ti,Mn,Mn/Ti,Fe,Fe/Ti,Fe/S,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,Cd,In,Sn,Sb,Cs,Ba,La,Pr,Nd,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,W,Re,Os,Au,Hg,Pb,Bi,Po,At,Ra,Ac,Th,U
127.5,178.91,NaN,1.27,23185,61276,0.378369998,404,4865,0.14186155,9,808,50,3928,32067,40047,34294,663,0.019332828,134972,3.935732198,167.0445545,1027,169,0,507,98,852,122,592,728,26,565,6,0,30,0,222,183,479,141,1358,429,650,549,1013,152,1177,322,495,216,628,48,94,0,0,11,156,209,17,111,0,0,32,259,76,94
128,179.41,28.85,1.42,22202,59984,0.370132035,384,4927,0.144758491,18,670,35,3793,31836,40513,34036,1335,0.039223175,135360,3.976965566,202.0298507,1015,145,0,479,48,1203,21,497,790,73,341,41,24,0,58,269,183,341,58,1113,433,629,774,374,117,786,416,549,360,482,0,56,63,0,0,27,26,0,0,10,0,0,595,110,36
128.5,179.91,NaN,1.25,22138,59562,0.37167993,433,5019,0.145041036,38,639,33,3764,32686,41942,34604,884,0.02554618,127901,3.696133395,200.1580595,1008,82,0,440,66,955,96,531,746,115,516,95,114,0,43,212,252,490,66,1121,355,615,796,144,122,713,405,593,417,434,129,49,0,0,0,157,122,0,127,18,0,82,314,163,52
129,180.41,NaN,1.18,23343,59679,0.391142613,449,4786,0.140039794,22,618,55,3971,32665,42583,34176,761,0.022267088,119799,3.505354635,193.8495146,775,69,19,340,48,905,0,511,850,113,592,136,67,54,81,145,217,494,160,1368,432,607,659,788,0,1248,384,546,291,299,0,0,45,38,0,0,52,84,84,91,72,0,316,88,37
129.5,180.91,NaN,1.19,22952,60581,0.378864661,499,4738,0.141754428,47,651,52,3867,32166,39770,33424,694,0.020763523,120064,3.592149354,184.4301075,841,57,0,528,85,933,108,600,829,243,650,130,102,18,10,307,169,473,134,1282,490,567,645,694,16,1034,266,528,364,503,105,0,0,0,21,100,148,0,0,0,0,0,326,196,151
130,181.41,28.92,1.19,23206,59479,0.390154508,469,4859,0.141785819,74,593,13,3998,32076,40365,34270,998,0.029121681,120141,3.505719288,202.5986509,983,174,0,386,118,653,0,616,806,41,581,0,6,0,20,84,386,369,82,1160,498,597,602,729,182,615,323,383,203,533,0,196,24,0,41,128,104,167,56,10,39,59,272,108,29
130.5,181.91,NaN,1.28,23873,59889,0.398620782,438,4998,0.146260096,52,589,53,3871,32405,40703,34172,1013,0.029644153,117196,3.429591478,198.9745331,933,90,24,484,127,902,13,509,874,188,496,16,58,10,83,464,35,475,194,1333,433,746,519,468,158,654,484,514,343,421,87,29,0,0,21,34,117,0,75,94,100,24,456,135,115
131,182.41,NaN,1.38,21010,61147,0.343598214,482,5113,0.143878211,43,576,38,3836,32805,41312,35537,927,0.026085488,118836,3.344007654,206.3125,939,0,0,461,77,480,9,557,940,95,891,0,158,10,75,221,379,341,105,1267,474,650,1045,533,11,565,313,544,275,394,239,28,0,0,0,107,181,496,91,0,43,0,0,10,69
131.5,182.91,NaN,1.27,21395,63795,0.335371111,495,5463,0.150724238,89,616,55,3713,33924,43364,36245,1830,0.050489723,119975,3.31011174,194.7646104,902,265,55,506,114,750,0,610,899,141,676,96,12,43,20,211,294,474,77,1276,388,664,944,332,128,721,449,506,352,419,0,107,186,0,0,0,120,235,208,136,138,40,87,47,0
132,183.41,28.54,1.27,23510,60636,0.387723465,501,5427,0.154110464,60,596,69,3722,33539,43535,35215,543,0.015419566,116866,3.318642624,196.0838926,789,131,0,414,111,649,24,515,845,104,743,30,82,45,73,159,436,448,117,1306,473,654,423,872,141,898,311,414,206,448,102,60,0,46,0,93,105,356,109,122,39,57,28,38,0
132.5,183.91,NaN,1.27,22351,60601,0.368822297,421,5361,0.152400716,10,498,22,3887,34066,43723,35177,951,0.02703471,117701,3.345964693,236.3473896,931,62,7,464,115,655,51,687,863,241,864,169,161,5,0,157,299,403,25,1055,498,566,618,679,15,520,310,530,260,479,30,13,52,0,87,50,110,336,23,44,124,140,0,255,63
133,184.41,NaN,1.3,22433,60637,0.369955638,488,5229,0.14808836,20,518,66,3882,33288,44638,35310,1184,0.033531577,116515,3.299773435,224.9324324,1009,252,0,655,79,727,0,477,841,85,607,33,46,0,62,393,127,458,130,1179,531,546,481,714,328,490,316,234,133,474,43,164,0,0,0,17,184,158,10,189,52,0,143,169,64
133.5,184.91,NaN,1.2,22449,60020,0.374025325,393,5235,0.152619457,65,538,37,3850,32408,43353,34301,1182,0.034459637,113761,3.316550538,211.4516729,859,217,18,332,71,733,158,741,922,79,738,109,69,15,103,326,246,467,129,1344,450,769,781,738,214,536,427,380,313,370,59,36,0,106,0,0,51,166,0,0,11,0,148,133,30
134,185.41,28.18,1.43,23536,60378,0.389810858,398,4801,0.140738135,47,462,80,3887,32763,44201,34113,1598,0.046844312,113064,3.314396271,244.7272727,851,149,14,527,13,687,0,604,993,73,692,29,70,0,47,333,344,483,97,1114,494,650,426,601,201,770,511,279,250,311,159,7,0,0,0,72,44,0,0,0,0,32,280,74,67
134.5,185.91,NaN,1.14,21196,60525,0.350202396,428,5164,0.148887095,30,535,56,3949,32745,46285,34684,474,0.013666244,114164,3.291546534,213.3906542,855,121,0,414,66,552,0,550,955,166,733,75,0,0,84,225,252,565,79,1096,465,722,712,733,0,705,226,440,236,546,35,84,24,16,0,0,85,315,8,0,148,0,34,82,17
135,186.41,NaN,1.18,21121,60299,0.350271149,409,5176,0.153322077,21,523,22,3870,32662,45812,33759,461,0.013655618,116295,3.444859149,222.3613767,718,75,0,259,45,780,0,523,779,150,688,24,62,0,13,341,159,425,110,1186,328,728,817,1096,0,744,324,529,212,405,0,67,51,148,0,54,0,79,34,33,59,35,257,179,50
135.5,186.91,NaN,1.32,22303,58380,0.382031518,446,5258,0.156992715,60,568,63,3951,32404,45897,33492,420,0.012540308,115977,3.462826944,204.1848592,703,24,0,365,43,806,87,706,962,174,650,84,26,0,20,319,244,368,32,1220,429,582,589,1166,0,1114,258,529,197,532,0,41,11,67,0,7,51,107,64,0,94,33,195,149,131
136,187.41,29.88,1.36,20716,58934,0.351511861,480,5284,0.162235186,12,551,33,3796,32162,44206,32570,1363,0.041848327,117947,3.621338655,214.0598911,843,178,22,631,99,974,0,422,930,78,404,11,99,0,40,301,304,451,55,1198,370,825,870,518,84,759,497,528,386,473,114,93,0,0,22,117,286,0,112,182,0,0,322,92,50
136.5,187.91,NaN,1.33,21710,59817,0.362940301,475,5362,0.159535852,33,564,38,3849,32369,44081,33610,1184,0.035227611,120834,3.595180006,214.2446809,798,87,23,452,37,791,0,590,983,65,677,56,0,0,37,325,300,397,82,1087,379,670,743,747,0,797,419,435,356,413,178,0,0,0,0,76,166,146,0,15,85,0,90,192,124
137,188.41,NaN,1.17,22386,59142,0.378512732,460,5252,0.154634319,63,585,52,3975,32525,43947,33964,1529,0.045018255,121335,3.572459074,207.4102564,967,164,80,504,91,659,0,609,917,71,664,76,0,11,43,280,126,566,126,1291,305,746,586,761,214,676,268,401,116,378,0,97,82,0,55,25,101,187,97,0,10,0,160,33,9
137.5,188.91,NaN,1.2,22088,60591,0.364542589,432,5238,0.150452391,61,574,52,3951,32369,44396,34815,1110,0.031882809,118919,3.415740342,207.1759582,941,40,0,392,39,812,7,626,923,72,524,0,0,0,54,294,80,567,139,1245,364,777,783,670,88,826,232,486,289,470,54,16,67,20,35,40,118,141,18,0,12,70,158,53,63
138,189.41,31.87,1.22,22430,61036,0.36748804,466,5026,0.14851807,21,524,20,4023,32265,43279,33841,673,0.019887119,119132,3.520345143,227.351145,958,199,61,430,98,658,0,459,910,0,658,61,115,0,32,127,337,426,84,1100,430,676,495,857,174,545,370,454,253,493,62,64,0,39,62,87,93,255,33,120,0,56,57,204,59
138.5,189.91,NaN,1.32,21767,60729,0.358428428,412,5252,0.152581273,79,585,58,3929,31922,42219,34421,1251,0.036344092,119184,3.462537404,203.7333333,853,63,0,608,120,973,0,466,926,212,584,131,20,0,86,307,251,496,162,1142,475,665,682,944,119,685,284,483,191,466,92,125,0,0,0,0,92,0,64,213,17,39,381,243,0
139,190.41,NaN,1.41,22946,59056,0.388546464,493,4993,0.142975775,40,550,47,3912,31084,41903,34922,363,0.010394594,117850,3.374663536,214.2727273,842,220,0,584,102,668,0,502,854,181,753,8,65,36,11,408,172,543,96,1134,413,782,417,784,124,838,219,444,192,604,0,123,169,0,67,0,133,185,67,71,91,0,180,175,0
139.5,190.91,NaN,1.19,22858,60336,0.378845134,454,5208,0.146617494,29,507,19,3787,32117,41751,35521,1537,0.043270178,118374,3.332507531,233.4792899,904,172,0,370,54,579,0,555,869,17,698,36,60,20,31,185,324,368,83,1212,397,655,501,447,179,517,292,386,277,573,0,91,34,15,0,0,113,233,0,72,101,24,198,166,0
140,191.41,32.22,1.17,21315,61079,0.348974279,464,5418,0.158111302,40,609,38,3736,32072,41163,34267,928,0.027081449,120013,3.502290834,197.0656814,958,64,0,575,97,593,0,456,903,56,903,138,144,73,55,261,167,470,117,1228,402,742,918,351,69,567,343,512,301,481,60,0,27,0,93,63,160,309,69,62,5,0,51,88,81
140.5,191.91,NaN,1.33,21621,63014,0.343114229,411,5074,0.148884977,32,564,54,4003,32144,40094,34080,597,0.017517606,120146,3.525410798,213.0248227,936,12,0,326,60,489,0,501,906,130,744,29,27,0,72,0,527,368,57,1111,367,709,684,780,0,567,64,445,204,483,4,42,93,28,0,0,0,314,81,35,49,0,43,10,62
141,192.41,NaN,1.27,21525,65757,0.327341576,448,5271,0.157738808,38,574,26,3966,32134,39196,33416,1477,0.044200383,121426,3.633768255,211.543554,865,71,0,428,12,609,0,600,881,147,612,0,26,6,39,164,272,471,36,1250,396,673,722,765,87,639,215,375,227,397,0,0,0,0,19,0,88,104,31,0,102,75,256,32,95
141.5,192.91,NaN,1.23,20967,65686,0.319200438,437,5206,0.152861379,52,597,19,3824,31743,39000,34057,452,0.013271868,123566,3.628211528,206.9782245,1017,83,0,396,59,738,0,526,871,62,520,36,0,0,0,234,158,483,72,1144,527,509,815,658,0,599,276,550,165,543,0,125,0,0,0,0,38,45,19,0,0,0,187,112,36
142,193.41,31.56,1.32,23084,58465,0.394834516,385,5056,0.148148148,70,555,24,3916,31916,40210,34128,684,0.020042194,122823,3.598892405,221.3027027,880,121,0,493,122,756,60,559,696,93,750,0,0,0,57,277,131,456,117,1170,359,757,385,552,150,974,309,455,265,521,55,68,0,0,0,11,235,195,93,0,61,19,127,35,24
142.5,193.91,NaN,1.33,23782,60336,0.394159374,389,4862,0.144362956,77,635,72,3811,31625,39535,33679,1062,0.031533003,125410,3.723685383,197.496063,1052,114,0,498,92,967,50,486,741,150,517,0,8,68,53,179,328,477,149,1284,529,598,374,823,148,1130,216,482,154,577,61,114,0,0,9,76,173,0,0,0,15,15,521,193,125
143,194.41,NaN,1.62,23174,63212,0.366607606,478,4644,0.140667596,48,614,44,3891,30910,38602,33014,1622,0.049130672,127944,3.87544678,208.3778502,836,270,46,605,100,901,0,619,824,154,596,44,87,33,52,525,46,618,172,1476,329,657,806,1337,121,1126,460,411,218,343,0,57,211,0,30,0,121,0,0,0,37,0,519,177,48
143.5,194.91,NaN,1.26,23337,61298,0.38071389,388,4999,0.149693068,73,554,124,3959,32010,39386,33395,1105,0.033088786,128130,3.836801916,231.2815884,849,25,0,447,102,870,30,620,799,8,604,48,83,0,22,496,41,527,155,1325,457,645,567,1077,123,1491,341,491,76,370,0,52,0,0,0,60,88,0,0,0,27,49,438,145,63
144,195.41,32.13,1.15,22595,61741,0.36596427,432,4954,0.145740174,89,558,40,3856,32460,37512,33992,1574,0.046305013,129308,3.804071546,231.734767,776,153,0,376,34,548,139,653,826,103,733,56,75,23,24,386,111,537,152,1280,393,734,620,910,219,1212,424,379,197,346,46,22,0,0,13,70,74,202,33,0,0,0,155,95,124
144.5,195.91,NaN,1.39,21688,60337,0.359447768,446,5077,0.150791529,19,577,50,3670,33341,37617,33669,1168,0.034690665,130445,3.874335442,226.0745234,858,147,0,384,91,772,27,510,907,175,772,128,23,48,0,131,230,392,81,1306,331,823,846,540,166,795,163,430,279,510,0,27,87,0,15,0,14,0,50,95,10,43,233,145,108
145,196.41,NaN,1.16,21630,60919,0.355061639,461,4952,0.147499479,53,539,24,3810,32867,37902,33573,1420,0.042295893,134548,4.007625175,249.6252319,1116,90,0,434,0,651,0,552,774,46,624,117,90,0,38,43,381,437,27,1094,464,604,705,455,184,509,294,433,304,535,54,0,47,0,80,0,132,200,71,73,85,159,172,67,50
145.5,196.91,NaN,1.25,22468,58915,0.381362981,424,5156,0.154218886,69,576,94,3808,33076,37725,33433,714,0.021356145,137179,4.103101726,238.1579861,801,128,0,235,11,747,0,473,769,104,646,65,34,8,52,384,58,559,150,1322,449,603,672,1739,116,1108,365,420,126,432,0,47,0,107,0,0,16,33,0,94,100,0,225,65,0
146,197.41,33.33,1.35,22528,57753,0.390074974,447,4976,0.142159243,37,585,79,3716,33813,38270,35003,1574,0.044967574,137703,3.934034226,235.3897436,1021,45,0,448,69,591,0,621,828,81,649,52,0,0,64,74,426,375,52,1260,430,671,394,984,255,820,239,332,152,488,158,92,0,0,39,132,167,307,130,144,10,64,108,70,103
146.5,197.91,NaN,1.49,21510,59703,0.360283403,417,4937,0.144784305,56,618,76,3824,33399,38753,34099,1358,0.039825215,139481,4.090471861,225.697411,942,26,0,456,29,718,38,594,779,0,530,0,58,0,49,54,385,589,111,1172,439,661,637,951,86,1109,451,483,198,473,209,106,0,0,0,148,170,63,0,5,0,12,229,131,90
147,198.41,NaN,1.32,21856,58231,0.375332727,404,4790,0.141879684,24,639,47,3815,33239,38281,33761,1955,0.057907053,147036,4.355202749,230.1032864,1009,129,69,546,103,430,0,497,833,0,613,26,40,0,79,84,287,401,91,1191,363,607,668,1251,245,748,418,369,230,237,0,27,83,0,11,10,219,404,32,85,9,20,0,60,37
147.5,198.91,NaN,1.19,21959,59078,0.371695047,345,4399,0.134967631,0,576,29,3801,31788,37406,32593,678,0.020802013,146054,4.481146258,253.5659722,1072,129,0,373,39,796,0,525,764,100,520,52,188,0,10,239,273,313,45,1182,477,548,446,842,210,928,362,407,192,430,0,105,122,0,0,14,115,0,0,42,0,0,330,174,115
148,199.41,34.35,1.39,21920,59580,0.367908694,399,4351,0.132156851,55,592,29,3963,32215,37233,32923,1641,0.049843574,152085,4.619414999,256.9003378,1197,159,8,416,75,948,136,583,712,52,378,38,42,0,77,195,165,464,80,1098,514,496,610,80,252,907,400,448,298,360,0,0,0,0,0,12,93,0,0,0,0,0,602,178,91
148.5,199.91,NaN,1.44,21044,58228,0.361406883,420,4530,0.132895239,48,587,28,3634,32662,38822,34087,1517,0.04450377,158442,4.64816499,269.9182283,1086,0,19,439,44,571,24,453,732,32,420,29,144,0,51,90,320,388,70,1137,430,617,810,208,282,832,502,528,432,303,214,0,0,0,37,107,134,41,0,27,0,10,212,134,148
149,200.41,NaN,1.57,21030,58740,0.358018386,462,4433,0.129268364,66,552,73,3744,32633,39279,34293,1067,0.031114222,164378,4.793339749,297.7862319,1258,149,14,426,92,830,36,582,685,5,395,132,78,37,68,143,218,414,127,1019,427,615,674,1256,422,616,391,320,230,370,55,78,0,0,0,38,84,0,88,0,96,21,301,128,46
149.5,200.91,NaN,1.59,23351,58428,0.399654275,348,3996,0.119526202,43,593,48,3588,30667,38083,33432,715,0.021386695,167688,5.015793252,282.7790894,1137,27,0,315,45,683,95,571,769,85,471,0,0,0,99,220,146,383,48,1069,418,649,238,1465,275,996,423,423,197,421,164,25,0,55,0,147,101,0,60,0,0,13,289,162,78
150,201.41,35.36,1.44,22188,57386,0.386644826,351,3831,0.118460111,34,592,65,3752,30413,37092,32340,1258,0.038899196,182514,5.643599258,308.3006757,1256,122,0,233,54,533,0,462,743,18,496,87,71,14,95,265,202,437,163,1203,478,756,678,1324,455,1216,543,367,140,426,49,123,0,154,0,143,37,196,121,229,0,19,67,34,0
150.5,201.91,NaN,1.43,22522,59792,0.376672465,344,3782,0.119558689,20,585,58,3655,29984,36590,31633,987,0.031201593,184987,5.847911991,316.217094,1332,104,0,397,59,669,79,494,640,0,410,0,91,24,0,134,274,330,70,1086,473,582,474,1211,369,890,445,398,197,488,11,125,0,0,0,24,122,0,159,0,0,0,297,14,100
151,202.41,NaN,1.3,22333,60839,0.367083614,352,3655,0.121299615,34,522,55,3710,29299,35731,30132,945,0.031362007,188994,6.27220231,362.0574713,1296,115,0,336,43,715,128,543,647,80,227,0,31,0,28,101,301,344,68,1020,512,515,597,1117,423,1048,417,374,208,357,0,30,21,0,0,63,74,0,57,0,0,21,370,43,13
151.5,202.91,NaN,1.43,22063,59073,0.373487041,360,3744,0.121306376,83,554,68,3759,28882,36190,30864,1688,0.05469155,188884,6.119880767,340.9458484,1169,182,0,402,26,590,0,522,618,28,399,37,78,95,0,136,368,376,139,1142,423,776,828,1470,526,1188,481,279,159,319,0,149,0,0,0,24,73,102,15,69,0,0,93,85,23
152,203.41,36.04,1.49,22204,58945,0.376690135,394,4001,0.124277816,47,582,32,3767,29992,36634,32194,1304,0.040504442,186940,5.806672051,321.2027491,1325,95,0,390,32,753,0,364,627,109,190,46,99,39,57,130,303,413,95,1129,399,752,532,1025,432,883,487,392,262,389,72,108,0,0,0,130,96,0,96,111,0,0,425,19,0
152.5,203.91,NaN,1.33,21540,57829,0.372477477,354,4036,0.130750292,68,600,78,3695,29797,35632,30868,1083,0.035084878,191136,6.19204354,318.56,1267,123,0,273,21,676,0,397,658,21,260,41,60,9,54,204,301,363,89,1151,426,663,821,1403,438,1165,458,345,179,378,0,94,0,41,0,98,91,0,57,29,12,0,346,72,67
153,204.41,NaN,1.5,21439,58998,0.363385199,384,4272,0.138521401,76,561,51,3830,30923,34732,30840,1471,0.047697795,184535,5.983625162,328.9393939,1257,96,0,325,116,699,111,584,651,156,267,103,133,0,73,242,119,382,88,1000,474,674,689,1015,344,800,597,451,334,362,135,62,0,0,0,162,149,13,44,0,0,47,389,100,0
153.5,204.91,NaN,1.72,21972,60458,0.363425849,449,4646,0.146718878,23,594,64,3621,30951,34112,31666,1983,0.062622371,176087,5.560759174,296.4427609,1404,71,0,357,0,742,41,483,708,118,311,5,0,35,21,307,225,499,84,1220,492,570,501,836,449,1342,337,250,54,431,132,92,0,0,0,146,206,0,0,0,0,34,455,262,95
154,205.41,36.14,1.61,22166,60730,0.36499259,439,4675,0.146680472,49,559,62,3674,32077,34103,31872,1266,0.039721386,175482,5.505835843,313.921288,1308,0,0,362,62,497,29,500,612,9,529,51,102,0,39,71,378,301,78,1062,540,632,607,1378,248,850,386,438,218,456,139,17,0,0,0,122,144,306,20,0,0,22,55,115,147
154.5,205.91,NaN,1.34,21768,60704,0.358592514,355,4558,0.144140156,33,525,73,3808,31813,33844,31622,767,0.024255265,173385,5.483049775,330.2571429,1064,83,0,256,0,778,0,503,588,93,384,88,46,0,18,137,211,327,80,1096,391,688,578,1614,268,1014,392,382,163,449,14,0,0,0,0,6,89,0,97,73,30,8,321,114,66
155,206.41,NaN,1.47,22265,62300,0.357383628,426,4559,0.147021832,58,591,50,3771,31180,32888,31009,835,0.026927666,172828,5.573478667,292.4331641,1182,140,0,257,14,874,0,441,717,119,317,121,32,87,21,227,341,291,84,1256,447,647,608,951,366,1085,372,338,219,371,0,61,18,33,0,60,48,0,5,0,14,0,461,153,83
155.5,206.91,NaN,1.34,23259,60014,0.387559569,410,4010,0.128295367,62,532,10,3993,30449,30103,31256,1064,0.034041464,164714,5.269836191,309.612782,1372,152,0,360,76,941,0,480,599,108,555,31,105,0,43,169,155,309,31,1062,384,707,472,292,328,953,336,395,357,510,0,0,0,0,72,65,123,0,52,28,31,18,236,126,125
156,207.41,36,1.86,22806,61616,0.370131135,355,3836,0.125281688,38,449,0,4026,29091,28297,30619,890,0.029066919,154904,5.059080963,344.9977728,1159,29,0,373,61,618,0,413,621,93,553,56,46,0,0,192,233,224,29,942,389,512,668,776,54,817,320,601,244,537,40,112,0,0,0,36,187,196,63,123,46,0,134,84,0
156.5,207.91,NaN,1.4,22997,62615,0.367276212,343,4608,0.140672223,39,493,39,3952,31103,30708,32757,735,0.022437952,142368,4.346185548,288.7789047,957,80,0,411,59,645,0,452,686,5,540,135,78,19,0,299,278,322,93,1200,390,683,704,990,86,790,169,548,185,565,0,43,116,0,0,0,97,130,79,0,0,0,73,101,57
157,208.41,NaN,1.35,22524,63350,0.35554854,433,4667,0.142009494,46,491,27,3979,32072,31486,32864,584,0.017770204,141633,4.309670156,288.4582485,1045,65,0,411,56,732,57,670,795,102,428,44,110,0,56,389,0,302,53,1160,434,758,517,630,148,790,215,400,107,464,104,61,0,0,8,46,135,0,0,0,0,0,338,73,94
157.5,208.91,NaN,1.36,22863,71525,0.319650472,421,4723,0.146809238,56,486,51,3920,31246,33537,32171,716,0.022256069,137105,4.261757483,282.1090535,895,97,0,548,168,744,49,588,816,153,589,25,154,0,61,268,337,377,127,1273,478,621,463,743,323,964,362,387,226,389,0,52,8,0,31,79,226,0,29,0,0,99,282,175,128
158,209.41,34.42,1.55,22865,60970,0.375020502,389,4617,0.143608087,54,534,24,3802,32040,33367,32150,739,0.022986003,139293,4.332597201,260.8483146,947,94,0,471,107,916,26,475,853,101,504,137,92,0,15,0,499,228,78,1114,429,677,508,851,150,966,498,477,337,510,90,46,0,0,61,80,126,0,99,0,5,0,505,166,132
158.5,209.91,NaN,1.37,23312,61811,0.377149698,379,4536,0.137217533,29,544,38,3850,32069,36354,33057,1300,0.039326013,136756,4.136975527,251.3897059,1047,199,0,292,101,662,0,548,884,213,538,69,107,20,76,21,504,441,116,1175,477,708,374,947,397,961,204,218,8,470,0,138,83,166,0,0,6,0,12,0,0,0,214,119,136
159,210.41,NaN,1.31,21503,63426,0.339025006,451,4700,0.141519376,67,610,56,3679,32107,38807,33211,1408,0.042395592,137813,4.149619102,225.9229508,766,91,30,559,70,565,0,513,904,59,553,26,56,66,114,290,248,463,159,1213,412,641,991,1467,172,839,358,457,247,398,0,0,38,0,57,86,133,132,10,48,26,0,147,124,34
159.5,210.91,NaN,1.34,22626,61634,0.367102573,423,4792,0.141461255,30,573,27,3822,32583,39963,33875,1210,0.035719557,142967,4.220428044,249.5061082,984,58,28,464,79,667,0,461,862,76,551,103,11,6,25,216,106,534,90,1105,385,670,731,462,155,801,284,427,304,389,13,0,0,0,0,0,195,35,30,143,111,13,297,78,0
160,211.41,34.83,1.3,20916,59095,0.353938573,433,4908,0.139785252,0,596,23,4004,32532,43038,35111,1576,0.044886218,142851,4.068554014,239.6828859,1017,102,0,363,10,716,0,498,809,42,459,24,7,0,16,231,258,544,55,1092,440,600,816,926,238,655,355,356,199,426,73,53,0,0,73,12,103,0,7,151,126,0,399,67,60
160.5,211.91,NaN,1.21,20601,60592,0.339995379,479,4860,0.14503999,46,598,63,3883,32979,45047,33508,1009,0.030112212,145521,4.342873344,243.3461538,965,102,0,510,57,499,0,535,862,87,677,23,51,0,6,0,444,420,44,1232,352,736,858,1096,164,774,258,375,87,461,31,106,26,0,93,22,138,194,69,23,55,68,153,33,64
161,212.41,NaN,1.51,21295,58617,0.363290513,489,5113,0.155150963,50,631,76,3847,32903,46343,32955,898,0.027249279,145389,4.411743286,230.4104596,915,189,0,502,90,1028,0,399,924,64,316,35,118,49,59,227,189,535,72,1171,471,693,676,1448,104,991,376,443,215,559,0,103,80,0,0,79,114,0,5,95,0,0,681,208,0
161.5,212.91,NaN,1.47,21638,59662,0.36267641,444,4712,0.143754958,25,586,52,3751,32265,45604,32778,1294,0.039477698,151402,4.619012752,258.3651877,1041,30,0,550,91,478,0,524,854,46,611,58,154,50,38,299,78,535,111,1222,552,698,845,1205,168,792,301,387,196,474,0,37,4,0,29,41,189,328,0,148,35,77,0,126,136
162,213.41,37.44,1.23,22646,59261,0.382140025,430,4727,0.140258738,14,702,68,3768,32419,45016,33702,1401,0.041570233,159034,4.718829743,226.5441595,1062,0,0,383,99,535,36,607,872,34,460,56,8,28,54,110,400,518,57,1033,468,655,629,749,207,988,312,550,191,601,127,95,0,0,0,132,166,146,65,0,0,33,195,125,72
162.5,213.91,NaN,1.49,22147,59364,0.373071222,422,4488,0.131957308,30,631,44,3697,32766,44246,34011,388,0.011408074,158208,4.651671518,250.725832,918,0,0,366,103,641,0,420,718,134,401,0,17,63,62,33,458,523,89,1243,531,579,697,1720,202,1416,358,426,64,416,122,91,0,0,0,194,143,0,26,96,0,21,256,157,0
